"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",1.13,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",0.22,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",-0.09,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",5.14,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-2.3,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",2.85,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",-3.25,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",0.69,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",0.6,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.17,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",1.79,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",2.27,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",0.5,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.33,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",0.56,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.98,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",-1.29,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",1.01,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",-2.87,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",1.01,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",0.79,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",-0.2,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.05,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.99,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.05,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",0.96,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.38,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.5,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.5,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.75,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.31,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-1.18,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",0.36,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",0.54,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",-0.07,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",-0.11,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",0.12,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",-0.25,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",0.06,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",1.06,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",-0.24,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.21,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.19,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",0.52,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",0.17,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",-0.57,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",2.14,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",-0.86,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.82,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",3.63,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",2.88,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",-2.6,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",0.6,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",-1.25,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",4.4,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-1.3,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-0.6,
"AUS","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-0.68,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",0.61,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",1.08,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",-1.21,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",3.12,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-2.43,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",-0.95,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",0.84,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",1.1,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.2,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",-1.32,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-1.36,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",0.59,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",-0.04,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.3,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",-0.39,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.31,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-1.26,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",1.05,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",1.25,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",0.92,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",0.04,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",-1,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-2.32,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",0.45,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",-1.12,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",-0.01,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.51,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.11,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-1.44,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",1.6,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.23,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.97,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",-1.01,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",0.73,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-1.23,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",2.25,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",-1.11,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",2.62,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",-1.69,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",2.04,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",-1.01,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",0.35,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.56,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.73,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.57,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",-0.96,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",2.54,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",-1.03,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",-0.03,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.87,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",-3.64,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-4.28,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",5.88,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",2.44,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-4.31,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",1.45,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",3.93,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-1.62,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",-1.79,
"AUT","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-4.96,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-1.13,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",1.93,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",-0.2,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",0.65,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-0.31,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",0.44,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",1.37,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.17,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-1.84,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.38,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-0.2,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",-2.07,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.19,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.06,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-2.02,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",0.57,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-0.05,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.52,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",-1.59,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",1.74,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.45,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-0.8,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-0.24,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",0.07,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.34,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",-0.89,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",0.63,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-0.51,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.1,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",0.92,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",-0.46,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.03,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.74,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",0.97,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",0.23,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",-0.75,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",2.56,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",-1.77,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",0.97,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.76,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",-0.91,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",-0.02,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.31,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",-0.47,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",0.3,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",2.49,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",-1.07,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",2.29,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",-1.25,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.74,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.3,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-2.42,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",3.42,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",0.8,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-1.9,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",2.81,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",0.7,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-4.83,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",4.91,
"BEL","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-2.91,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-0.61,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",1.23,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",1.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",0.72,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.06,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.01,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.06,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",1.97,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",-1.28,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.79,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.78,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.17,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.55,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",0.17,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",0.94,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",0.31,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",0.12,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.93,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",1.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",0.43,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",-0.12,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",0.37,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",-0.32,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",-0.21,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.99,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",-0.31,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",2.14,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.34,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",-0.05,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-0.35,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",-2.56,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",1.93,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.16,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",0.29,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",-0.02,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.45,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",1.59,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",-0.07,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",-0.38,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",-0.69,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.26,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",0.92,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",0.15,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",0.89,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",0.32,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",0.26,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",0.86,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",11.75,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",-5.68,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",-1.32,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",1.91,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",0.32,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",-0.97,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",-2.6,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q1",2.86,
"CAN","HHDI","GROSS","PC_CHGPPCAP","Q","2022-Q2",-1.11,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",-0.54,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",-0.77,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",0.59,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",1.83,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-1.69,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",1.26,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",1.08,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",-0.59,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-0.28,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",2.61,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",-1.04,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",-0.44,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.05,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",0.56,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",0.39,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-0.52,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",-0.39,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-0.88,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",-0.29,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",0.43,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",-1.52,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",0.39,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",1.71,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-2.89,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",1.44,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.79,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",-0.4,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",1.33,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q2",0.23,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q3",0.28,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q4",1.38,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q1",0.91,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q2",0.61,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q3",1.86,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2015-Q4",-0.42,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q1",0.86,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q2",0.94,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q3",0.75,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2016-Q4",0.47,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q1",1.44,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q2",1.32,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q3",1.2,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2017-Q4",1.19,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q1",0.97,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q2",0.77,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q3",-0.16,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2018-Q4",1.36,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q1",0.97,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q2",1.41,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q3",-0.46,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2019-Q4",1.24,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q1",-0.23,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q2",-1.15,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q3",2.83,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2020-Q4",2.96,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q1",-0.81,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q2",1.87,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q3",-1.21,
"CZE","HHDI","GROSS","PC_CHGPPCAP","Q","2021-Q4",0.4,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q2",3.08,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q3",-1.03,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2007-Q4",4.06,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q1",-0.33,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q2",-1.84,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q3",-2.92,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2008-Q4",-4.38,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q1",8.68,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q2",-6.6,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q3",1.37,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2009-Q4",7.25,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q1",-4.26,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q2",0.31,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q3",5.74,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2010-Q4",-0.52,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q1",-1.93,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q2",1.95,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q3",-0.97,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2011-Q4",-3.13,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q1",2.54,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q2",-1.92,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q3",2.34,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2012-Q4",-1.63,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q1",-1.32,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q2",1.69,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q3",0.54,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2013-Q4",4.22,
"DNK","HHDI","GROSS","PC_CHGPPCAP","Q","2014-Q1",-2.81,
